"","id_pers","year","age","age2","female","lgg_educ","lgg_partner","lgg_children","lgg_ocstat_Unskilled_manual","lgg_ocstat_Skilled_manual","lgg_ocstat_Lower_service","lgg_ocstat_Routine_non_manual","lgg_ocstat_Salariat","lgg_ocstat_Unemployed","lgg_wexp_lg","lgg_duasset","lgg_mnet_intra","lgg_mnet_usa","lgg_mnet_spain","lgg_mnet_international_commun","commun_1","commun_2","commun_3","commun_4","commun_5","commun_6","commun_7","commun_8","commun_9","commun_10","commun_11","commun_12","commun_13","commun_14","event_international","event_intra","event_spain","event_usa","abyr1","surveyyr","weight"
"1","9_2008_1_2_1_1",1991,18,324,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6079295154185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"2","9_2008_1_2_1_1",1992,19,361,0,13,0,0,0,0,0,1,0,0,0.693147180559945,0,0,0,0,7.04845814977974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"3","9_2008_1_2_1_1",1993,20,400,0,14,0,0,0,0,0,1,0,0,1.09861228866811,0,0,0,0,7.04845814977974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"4","9_2008_1_2_1_1",1994,21,441,0,15,0,0,0,0,0,1,0,0,1.38629436111989,0,0,0,0,8.81057268722467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"5","9_2008_1_2_1_1",1995,22,484,0,16,0,0,0,0,0,1,0,0,1.6094379124341,0,0,0,0,8.81057268722467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"6","9_2008_1_2_1_1",1996,23,529,0,16,0,0,0,0,0,1,0,0,1.79175946922805,0,0,0,0,10.1321585903084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"7","9_2008_1_2_1_1",1997,24,576,0,16,0,0,0,0,0,0,0,1,1.79175946922805,0,0,0,0,10.5726872246696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"8","9_2008_1_2_1_1",1998,25,625,0,16,0,0,0,0,0,0,0,1,1.79175946922805,0,0,0,0,11.0132158590308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"9","9_2008_1_2_1_1",1999,26,676,0,16,0,0,0,0,0,0,1,0,1.94591014905531,0,0,0,0,13.215859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"10","9_2008_1_2_1_1",2000,27,729,0,16,0,0,0,0,0,0,1,0,2.07944154167984,0,0,0,0,16.2995594713656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"11","9_2008_1_2_1_1",2001,28,784,0,16,0,0,0,0,0,1,0,0,2.19722457733622,0,0,0,0,21.1453744493392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"12","9_2008_1_2_1_1",2002,29,841,0,16,0,0,0,0,0,1,0,0,2.30258509299405,0,0,0,0,26.8722466960352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"13","9_2008_1_2_1_1",2003,30,900,0,16,0,0,0,0,0,1,0,0,2.39789527279837,0,0,0,0,28.1938325991189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"14","9_2008_1_2_1_1",2004,31,961,0,16,0,0,0,0,0,1,0,0,2.484906649788,0,0,0,0,29.0748898678414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"15","9_2008_1_2_1_1",2005,32,1024,0,16,0,1,0,0,0,1,0,0,2.56494935746154,0,0,0,0,29.5154185022026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"16","9_2008_1_2_1_1",2006,33,1089,0,16,1,1,0,0,0,1,0,0,2.63905732961526,0,0,0,0,29.9559471365639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"17","9_2008_1_2_1_1",2007,34,1156,0,16,1,1,0,0,0,1,0,0,2.70805020110221,0,0,0,0,30.3964757709251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"18","9_2008_1_2_1_1",2008,35,1225,0,16,1,1,0,0,0,1,0,0,2.77258872223978,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"19","9_2008_1_2_1_1",2009,36,1296,0,16,1,1,0,0,0,1,0,0,2.83321334405622,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"20","9_2008_1_2_1_1",2010,37,1369,0,16,1,1,0,0,0,1,0,0,2.89037175789616,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"21","9_2008_1_2_1_1",2011,38,1444,0,16,1,1,0,0,0,1,0,0,2.94443897916644,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"22","9_2008_1_2_1_1",2012,39,1521,0,16,1,1,0,0,0,1,0,0,2.99573227355399,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"23","9_2008_1_2_1_1",2013,40,1600,0,16,1,1,0,0,0,1,0,0,3.04452243772342,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"24","9_2008_1_2_1_1",2014,41,1681,0,16,1,1,0,0,0,1,0,0,3.09104245335832,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"25","9_2008_1_2_1_1",2015,42,1764,0,16,1,1,0,0,0,1,0,0,3.13549421592915,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"26","9_2008_1_2_1_1",2016,43,1849,0,16,1,1,0,0,0,1,0,0,3.17805383034795,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"27","9_2008_1_2_1_1",2017,44,1936,0,16,1,1,0,0,0,1,0,0,3.2188758248682,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"28","9_2008_1_2_1_1",2018,45,2025,0,16,1,1,0,0,0,1,0,0,3.25809653802148,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"29","9_2008_1_2_1_1",2019,46,2116,0,16,1,1,0,0,0,1,0,0,3.29583686600433,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"30","9_2008_1_2_1_1",2020,47,2209,0,16,1,1,0,0,0,1,0,0,3.3322045101752,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"31","9_2008_1_2_1_1",2021,48,2304,0,16,1,1,0,0,0,1,0,0,3.36729582998647,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"32","9_2008_1_2_1_1",2022,49,2401,0,16,1,1,0,0,0,1,0,0,3.40119738166216,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"33","9_2008_1_2_1_1",2023,50,2500,0,16,1,1,0,0,0,1,0,0,3.43398720448515,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"34","9_2008_1_2_1_1",2024,51,2601,0,16,1,1,0,0,0,1,0,0,3.46573590279973,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"35","9_2008_1_2_1_1",2025,52,2704,0,16,1,1,0,0,0,1,0,0,3.49650756146648,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"36","9_2008_1_2_1_1",2026,53,2809,0,16,1,1,0,0,0,1,0,0,3.52636052461616,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"37","9_2008_1_2_1_1",2027,54,2916,0,16,1,1,0,0,0,1,0,0,3.55534806148941,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"38","9_2008_1_2_1_1",2028,55,3025,0,16,1,1,0,0,0,1,0,0,3.58351893845611,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"39","9_2008_1_2_1_1",2029,56,3136,0,16,1,1,0,0,0,1,0,0,3.61091791264422,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"40","9_2008_1_2_1_1",2030,57,3249,0,16,1,1,0,0,0,1,0,0,3.63758615972639,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"41","9_2008_1_2_1_1",2031,58,3364,0,16,1,1,0,0,0,1,0,0,3.66356164612965,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"42","9_2008_1_2_1_1",2032,59,3481,0,16,1,1,0,0,0,1,0,0,3.68887945411394,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"43","9_2008_1_2_1_1",2033,60,3600,0,16,1,1,0,0,0,1,0,0,3.71357206670431,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"44","9_2008_1_2_1_1",2034,61,3721,0,16,1,1,0,0,0,1,0,0,3.73766961828337,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"45","9_2008_1_2_1_1",2035,62,3844,0,16,1,1,0,0,0,1,0,0,3.76120011569356,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"46","9_2008_1_2_1_1",2036,63,3969,0,16,1,1,0,0,0,1,0,0,3.78418963391826,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"47","9_2008_1_2_1_1",2037,64,4096,0,16,1,1,0,0,0,1,0,0,3.80666248977032,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"48","9_2008_1_2_10_1",1955,18,324,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"49","9_2008_1_2_10_1",1956,19,361,0,2,0,0,1,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"50","9_2008_1_2_10_1",1957,20,400,0,2,0,0,1,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"51","9_2008_1_2_10_1",1958,21,441,0,2,0,0,1,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"52","9_2008_1_2_10_1",1959,22,484,0,2,0,0,1,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"53","9_2008_1_2_10_1",1960,23,529,0,2,0,0,1,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"54","9_2008_1_2_10_1",1961,24,576,0,2,0,0,1,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"55","9_2008_1_2_10_1",1962,25,625,0,2,0,0,1,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"56","9_2008_1_2_10_1",1963,26,676,0,2,0,0,0,0,1,0,0,0,2.19722457733622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"57","9_2008_1_2_10_1",1964,27,729,0,2,0,0,0,0,1,0,0,0,2.30258509299405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"58","9_2008_1_2_10_1",1965,28,784,0,2,0,0,0,0,1,0,0,0,2.39789527279837,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"59","9_2008_1_2_10_1",1966,29,841,0,2,0,0,0,0,1,0,0,0,2.484906649788,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"60","9_2008_1_2_10_1",1967,30,900,0,2,0,1,0,0,1,0,0,0,2.56494935746154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"61","9_2008_1_2_10_1",1968,31,961,0,2,0,1,0,0,1,0,0,0,2.63905732961526,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"62","9_2008_1_2_10_1",1969,32,1024,0,2,0,1,0,0,1,0,0,0,2.70805020110221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"63","9_2008_1_2_10_1",1970,33,1089,0,2,0,1,0,0,1,0,0,0,2.77258872223978,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2008,4.065
"64","9_2008_1_2_10_1",1971,34,1156,0,2,0,1,0,0,1,0,0,0,2.83321334405622,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,2008,4.065
"65","9_2008_1_2_10_1",1972,35,1225,0,2,0,1,0,0,1,0,0,0,2.89037175789616,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"66","9_2008_1_2_10_1",1973,36,1296,0,2,0,1,0,0,1,0,0,0,2.94443897916644,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"67","9_2008_1_2_10_1",1974,37,1369,0,2,0,1,0,0,1,0,0,0,2.99573227355399,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"68","9_2008_1_2_10_1",1975,38,1444,0,2,0,1,0,0,1,0,0,0,3.04452243772342,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"69","9_2008_1_2_10_1",1976,39,1521,0,2,0,1,0,0,1,0,0,0,3.09104245335832,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"70","9_2008_1_2_10_1",1977,40,1600,0,2,0,1,0,0,1,0,0,0,3.13549421592915,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"71","9_2008_1_2_10_1",1978,41,1681,0,2,0,1,0,0,1,0,0,0,3.17805383034795,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"72","9_2008_1_2_10_1",1979,42,1764,0,2,0,1,0,0,1,0,0,0,3.2188758248682,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"73","9_2008_1_2_10_1",1980,43,1849,0,2,0,1,0,0,1,0,0,0,3.25809653802148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"74","9_2008_1_2_10_1",1981,44,1936,0,2,0,1,0,0,1,0,0,0,3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"75","9_2008_1_2_10_1",1982,45,2025,0,2,0,1,0,0,1,0,0,0,3.3322045101752,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"76","9_2008_1_2_10_1",1983,46,2116,0,2,0,1,0,0,1,0,0,0,3.36729582998647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"77","9_2008_1_2_10_1",1984,47,2209,0,2,0,1,0,0,1,0,0,0,3.40119738166216,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"78","9_2008_1_2_10_1",1985,48,2304,0,2,0,1,0,0,1,0,0,0,3.43398720448515,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"79","9_2008_1_2_10_1",1986,49,2401,0,2,0,1,0,0,1,0,0,0,3.46573590279973,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"80","9_2008_1_2_10_1",1987,50,2500,0,2,0,1,0,0,1,0,0,0,3.49650756146648,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"81","9_2008_1_2_10_1",1988,51,2601,0,2,0,1,0,0,1,0,0,0,3.52636052461616,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"82","9_2008_1_2_10_1",1989,52,2704,0,2,0,1,0,0,1,0,0,0,3.55534806148941,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"83","9_2008_1_2_10_1",1990,53,2809,0,2,0,1,0,0,1,0,0,0,3.58351893845611,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"84","9_2008_1_2_10_1",1991,54,2916,0,2,0,1,0,0,1,0,0,0,3.61091791264422,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"85","9_2008_1_2_10_1",1992,55,3025,0,2,0,1,0,0,1,0,0,0,3.63758615972639,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"86","9_2008_1_2_10_1",1993,56,3136,0,2,0,1,0,0,1,0,0,0,3.66356164612965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"87","9_2008_1_2_10_1",1994,57,3249,0,2,0,1,0,0,1,0,0,0,3.68887945411394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"88","9_2008_1_2_10_1",1995,58,3364,0,2,0,1,0,0,1,0,0,0,3.71357206670431,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"89","9_2008_1_2_10_1",1996,59,3481,0,2,0,1,0,0,1,0,0,0,3.73766961828337,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"90","9_2008_1_2_10_1",1997,60,3600,0,2,0,1,0,0,1,0,0,0,3.76120011569356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"91","9_2008_1_2_10_1",1998,61,3721,0,2,0,1,0,0,1,0,0,0,3.78418963391826,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"92","9_2008_1_2_10_1",1999,62,3844,0,2,0,1,0,0,1,0,0,0,3.80666248977032,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"93","9_2008_1_2_10_1",2000,63,3969,0,2,0,1,0,0,1,0,0,0,3.8286413964891,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"94","9_2008_1_2_10_1",2001,64,4096,0,2,0,1,0,0,1,0,0,0,3.85014760171006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971,NA,4.065
"95","9_2008_1_2_100_1",1992,18,324,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,7.04845814977974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"96","9_2008_1_2_100_1",1993,19,361,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,7.04845814977974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"97","9_2008_1_2_100_1",1994,20,400,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,8.81057268722467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"98","9_2008_1_2_100_1",1995,21,441,0,11,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,8.81057268722467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"99","9_2008_1_2_100_1",1996,22,484,0,11,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,10.1321585903084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"100","9_2008_1_2_100_1",1997,23,529,0,11,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,10.5726872246696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"101","9_2008_1_2_100_1",1998,24,576,0,11,0,0,0,1,0,0,0,0,1.6094379124341,0,0,0,0,11.0132158590308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"102","9_2008_1_2_100_1",1999,25,625,0,11,1,1,0,1,0,0,0,0,1.79175946922805,0,0,0,0,13.215859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"103","9_2008_1_2_100_1",2000,26,676,0,11,1,1,0,1,0,0,0,0,1.94591014905531,0,0,0,0,16.2995594713656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"104","9_2008_1_2_100_1",2001,27,729,0,11,1,1,0,1,0,0,0,0,2.07944154167984,0,0,0,0,21.1453744493392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"105","9_2008_1_2_100_1",2002,28,784,0,11,1,1,0,1,0,0,0,0,2.19722457733622,0,0,0,0,26.8722466960352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"106","9_2008_1_2_100_1",2003,29,841,0,11,1,1,0,1,0,0,0,0,2.30258509299405,0,0,0,0,28.1938325991189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"107","9_2008_1_2_100_1",2004,30,900,0,11,1,1,0,1,0,0,0,0,2.39789527279837,0,0,0,0,29.0748898678414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"108","9_2008_1_2_100_1",2005,31,961,0,11,1,1,0,1,0,0,0,0,2.484906649788,0,0,0,0,29.5154185022026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"109","9_2008_1_2_100_1",2006,32,1024,0,11,1,1,0,1,0,0,0,0,2.56494935746154,0,0,0,0,29.9559471365639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"110","9_2008_1_2_100_1",2007,33,1089,0,11,1,2,0,1,0,0,0,0,2.63905732961526,0,0,0,0,30.3964757709251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"111","9_2008_1_2_100_1",2008,34,1156,0,11,1,2,0,1,0,0,0,0,2.70805020110221,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2008,4.065
"112","9_2008_1_2_100_1",2009,35,1225,0,11,1,2,0,1,0,0,0,0,2.77258872223978,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"113","9_2008_1_2_100_1",2010,36,1296,0,11,1,2,0,1,0,0,0,0,2.83321334405622,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"114","9_2008_1_2_100_1",2011,37,1369,0,11,1,2,0,1,0,0,0,0,2.89037175789616,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"115","9_2008_1_2_100_1",2012,38,1444,0,11,1,2,0,1,0,0,0,0,2.94443897916644,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"116","9_2008_1_2_100_1",2013,39,1521,0,11,1,2,0,1,0,0,0,0,2.99573227355399,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"117","9_2008_1_2_100_1",2014,40,1600,0,11,1,2,0,1,0,0,0,0,3.04452243772342,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"118","9_2008_1_2_100_1",2015,41,1681,0,11,1,2,0,1,0,0,0,0,3.09104245335832,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"119","9_2008_1_2_100_1",2016,42,1764,0,11,1,2,0,1,0,0,0,0,3.13549421592915,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"120","9_2008_1_2_100_1",2017,43,1849,0,11,1,2,0,1,0,0,0,0,3.17805383034795,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"121","9_2008_1_2_100_1",2018,44,1936,0,11,1,2,0,1,0,0,0,0,3.2188758248682,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"122","9_2008_1_2_100_1",2019,45,2025,0,11,1,2,0,1,0,0,0,0,3.25809653802148,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
"123","9_2008_1_2_100_1",2020,46,2116,0,11,1,2,0,1,0,0,0,0,3.29583686600433,0,0,0,0,32.15859030837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.065
